RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,356,4039,137843,Cheadle Hulme High School,ACC,0,0,154,144,4,125,2,123,0,15,6,4,94%,3%,81%,1%,80%,0%,10%,4%,3%,5,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,149,139,4,121,2,119,0,14,6,4,93%,3%,81%,1%,80%,0%,9%,4%,3%,154,144,4,125,2,123,0,15,6,4,94%,3%,81%,1%,80%,0%,10%,4%,3%,5,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,149,139,4,121,2,119,0,14,6,4,93%,3%,81%,1%,80%,0%,9%,4%,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,356,8603,130514,Aquinas College,Sixth Form College,0,0,1161,1036,92,645,21,614,10,299,101,24,89%,8%,56%,2%,53%,1%,26%,9%,2%,157,131,11,83,8,70,5,37,21,5,83%,7%,53%,5%,45%,3%,24%,13%,3%,1004,905,81,562,13,544,5,262,80,19,90%,8%,56%,1%,54%,SP,26%,8%,2%,1103,996,80,632,14,614,4,284,88,19,90%,7%,57%,1%,56%,SP,26%,8%,2%,140,121,9,77,6,70,1,35,16,3,86%,6%,55%,4%,50%,1%,25%,11%,2%,963,875,71,555,8,544,3,249,72,16,91%,7%,58%,1%,56%,SP,26%,7%,2%,20,11,4,4,1,0,3,3,7,2,55%,20%,20%,5%,0%,15%,15%,35%,10%,7,3,1,2,SUPP,0,SUPP,0,SUPP,SUPP,43%,14%,29%,SUPP,0%,SUPP,0%,SUPP,SUPP,13,8,3,2,SUPP,0,SUPP,3,SUPP,SUPP,62%,23%,15%,SUPP,0%,SUPP,23%,SUPP,SUPP,38,29,8,9,6,0,3,12,6,3,76%,21%,24%,16%,0%,8%,32%,16%,8%,10,7,1,4,SUPP,0,SUPP,2,SUPP,SUPP,70%,10%,40%,SUPP,0%,SUPP,20%,SUPP,SUPP,28,22,7,5,SUPP,0,SUPP,10,SUPP,SUPP,79%,25%,18%,SUPP,0%,SUPP,36%,SUPP,SUPP
LA,356,,,,,,,1490,1281,126,791,31,750,10,364,157,52,86%,9%,53%,2%,50%,1%,24%,11%,4%,225,170,20,95,10,75,5,50,45,10,75%,10%,42%,5%,34%,2%,23%,21%,4%,1265,1115,105,695,20,675,5,310,110,40,88%,8%,55%,2%,53%,SP,25%,9%,3%,1297,1172,89,770,16,750,4,313,99,26,90%,7%,59%,1%,58%,SP,24%,8%,2%,155,135,10,85,5,75,SN,40,20,5,85%,7%,54%,4%,49%,1%,25%,12%,3%,1140,1040,80,685,10,675,5,275,80,20,91%,7%,60%,1%,59%,SP,24%,7%,2%,92,49,15,8,5,0,3,26,32,11,53%,16%,9%,5%,0%,3%,28%,35%,12%,35,15,5,SN,SUPP,0,SUPP,10,15,5,42%,11%,6%,SUPP,0%,SUPP,25%,47%,11%,55,35,10,5,SUPP,0,SUPP,15,15,5,61%,20%,11%,SUPP,0%,SUPP,30%,27%,13%,101,60,22,13,10,0,3,25,26,15,59%,22%,13%,10%,0%,3%,25%,26%,15%,30,20,5,10,SUPP,0,SUPP,5,10,SN,59%,22%,25%,SUPP,0%,SUPP,13%,34%,6%,70,40,15,5,SUPP,0,SUPP,20,15,15,59%,22%,7%,SUPP,0%,SUPP,30%,22%,19%
1,357,8002,130516,Tameside College,General Further Education College,0,0,1307,921,123,353,93,256,4,445,313,73,70%,9%,27%,7%,20%,SP,34%,24%,6%,515,309,32,112,41,69,2,165,168,38,60%,6%,22%,8%,13%,SP,32%,33%,7%,792,612,91,241,52,187,2,280,145,35,77%,11%,30%,7%,24%,SP,35%,18%,4%,738,589,37,296,41,252,3,256,119,30,80%,5%,40%,6%,34%,SP,35%,16%,4%,226,168,4,84,SUPP,67,SUPP,80,46,12,74%,2%,37%,SUPP,30%,SUPP,35%,20%,5%,512,421,33,212,SUPP,185,SUPP,176,73,18,82%,6%,41%,SUPP,36%,SUPP,34%,14%,4%,324,194,39,33,30,2,1,122,107,23,60%,12%,10%,9%,1%,SP,38%,33%,7%,174,90,14,17,SUPP,SUPP,SUPP,59,71,13,52%,8%,10%,SUPP,SUPP,SUPP,34%,41%,7%,150,104,25,16,SUPP,SUPP,SUPP,63,36,10,69%,17%,11%,SUPP,SUPP,SUPP,42%,24%,7%,245,138,47,24,22,2,0,67,87,20,56%,19%,10%,9%,1%,0%,27%,36%,8%,115,51,14,11,SUPP,SUPP,0,26,51,13,44%,12%,10%,SUPP,SUPP,0%,23%,44%,11%,130,87,33,13,SUPP,SUPP,0,41,36,7,67%,25%,10%,SUPP,SUPP,0%,32%,28%,5%
1,357,8601,146816,Ashton Sixth Form College,ACC1619,0,0,1135,973,92,623,13,593,17,258,113,49,86%,8%,55%,1%,52%,1%,23%,10%,4%,213,174,13,115,5,104,6,46,30,9,82%,6%,54%,2%,49%,3%,22%,14%,4%,922,799,79,508,8,489,11,212,83,40,87%,9%,55%,1%,53%,1%,23%,9%,4%,1043,916,77,614,7,592,15,225,85,42,88%,7%,59%,1%,57%,1%,22%,8%,4%,183,154,7,112,2,SUPP,SUPP,35,21,8,84%,4%,61%,1%,SUPP,SUPP,19%,11%,4%,860,762,70,502,5,SUPP,SUPP,190,64,34,89%,8%,58%,1%,SUPP,SUPP,22%,7%,4%,43,27,6,7,5,1,1,14,14,2,63%,14%,16%,12%,2%,2%,33%,33%,5%,12,8,SUPP,SUPP,SUPP,SUPP,SUPP,4,4,0,67%,SUPP,SUPP,SUPP,SUPP,SUPP,33%,33%,0%,31,19,SUPP,SUPP,SUPP,SUPP,SUPP,10,10,2,61%,SUPP,SUPP,SUPP,SUPP,SUPP,32%,32%,6%,49,30,9,2,1,0,1,19,14,5,61%,18%,4%,2%,0%,2%,39%,29%,10%,18,12,SUPP,SUPP,SUPP,0,SUPP,7,5,1,67%,SUPP,SUPP,SUPP,0%,SUPP,39%,28%,6%,31,18,SUPP,SUPP,SUPP,0,SUPP,12,9,4,58%,SUPP,SUPP,SUPP,0%,SUPP,39%,29%,13%
LA,357,,,,,,,2442,1894,215,976,106,849,21,703,426,122,78%,9%,40%,4%,35%,1%,29%,17%,5%,730,485,45,225,45,175,10,210,200,45,66%,6%,31%,6%,24%,1%,29%,27%,7%,1715,1410,170,750,60,675,15,490,230,75,82%,10%,44%,4%,39%,1%,29%,13%,4%,1781,1505,114,910,48,844,18,481,204,72,85%,6%,51%,3%,47%,1%,27%,12%,4%,410,320,10,195,20,170,5,115,65,20,79%,3%,48%,4%,42%,2%,28%,16%,5%,1370,1185,105,715,30,675,10,365,135,50,86%,8%,52%,2%,49%,1%,27%,10%,4%,367,221,45,40,35,3,2,136,121,25,60%,12%,11%,10%,1%,SP,37%,33%,7%,185,100,15,20,20,SUPP,SUPP,65,75,15,53%,9%,10%,10%,SUPP,SUPP,34%,40%,7%,180,125,30,20,15,SUPP,SUPP,75,45,10,68%,16%,12%,9%,SUPP,SUPP,40%,25%,7%,294,168,56,26,23,2,1,86,101,25,57%,19%,9%,8%,1%,SP,29%,34%,9%,135,65,20,10,10,SUPP,SUPP,35,55,15,47%,14%,9%,8%,SUPP,SUPP,25%,42%,11%,160,105,40,15,15,SUPP,SUPP,55,45,10,65%,24%,9%,8%,SUPP,SUPP,33%,28%,7%
1,358,4024,138614,Altrincham College,ACC,0,0,64,57,6,39,1,38,0,12,7,0,89%,9%,61%,2%,59%,0%,19%,11%,0%,15,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,0%,49,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,0%,61,56,5,39,1,38,0,12,5,0,92%,8%,64%,2%,62%,0%,20%,8%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,4025,106368,Stretford Grammar School,FD,0,0,36,29,1,21,0,21,0,7,3,4,81%,3%,58%,0%,58%,0%,19%,8%,11%,8,6,SUPP,5,0,5,0,SUPP,1,1,75%,SUPP,63%,0%,63%,0%,SUPP,13%,13%,28,23,SUPP,16,0,16,0,SUPP,2,3,82%,SUPP,57%,0%,57%,0%,SUPP,7%,11%,36,29,1,21,0,21,0,7,3,4,81%,3%,58%,0%,58%,0%,19%,8%,11%,8,6,SUPP,5,0,5,0,SUPP,1,1,75%,SUPP,63%,0%,63%,0%,SUPP,13%,13%,28,23,SUPP,16,0,16,0,SUPP,2,3,82%,SUPP,57%,0%,57%,0%,SUPP,7%,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,358,4029,136498,Sale Grammar School,ACC,0,0,173,147,2,118,2,116,0,27,13,13,85%,1%,68%,1%,67%,0%,16%,8%,8%,11,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,9%,SUPP,162,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,12,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,7%,SUPP,172,147,2,118,2,116,0,27,12,13,85%,1%,69%,1%,67%,0%,16%,7%,8%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5400,136377,Wellington School,ACC,0,0,95,85,2,70,0,70,0,13,6,4,89%,2%,74%,0%,74%,0%,14%,6%,4%,4,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,91,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,5,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,5%,SUPP,94,85,2,70,0,70,0,13,5,4,90%,2%,74%,0%,74%,0%,14%,5%,4%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5401,138123,Ashton-on-Mersey School,ACC,0,0,66,56,5,23,0,23,0,28,7,3,85%,8%,35%,0%,35%,0%,42%,11%,5%,4,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,62,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,64,56,5,23,0,23,0,28,6,2,88%,8%,36%,0%,36%,0%,44%,9%,3%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5403,106376,Blessed Thomas Holford Catholic College,VA,0,0,92,88,6,57,4,53,0,25,3,1,96%,7%,62%,4%,58%,0%,27%,3%,1%,6,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,86,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,91,87,6,56,3,53,0,25,3,1,96%,7%,62%,3%,58%,0%,27%,3%,1%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5404,136458,Altrincham Grammar School for Boys,ACC,0,0,202,182,6,151,2,149,0,25,11,9,90%,3%,75%,1%,74%,0%,12%,5%,4%,9,8,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,89%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,193,174,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,90%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,201,181,6,150,2,148,0,25,11,9,90%,3%,75%,1%,74%,0%,12%,5%,4%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
